,fe,description
1161,https://w3id.org/framester/framenet/abox/gfe/Initial_quality,The original standard or attribute before any changes.
1162,https://w3id.org/framester/framenet/abox/gfe/Undesirable_situation,A set of circumstances that are unfavorable or unwanted.
1163,https://w3id.org/framester/framenet/abox/gfe/Medical_professional,An individual qualified to practice medicine.
1164,https://w3id.org/framester/framenet/abox/gfe/Comparison_event,An occurrence used as a benchmark to evaluate another event.
1165,https://w3id.org/framester/framenet/abox/gfe/Time_of_event,The specific moment or period when an event takes place.
1166,https://w3id.org/framester/framenet/abox/gfe/Individual_1,The first person in a sequence or relation.
1167,https://w3id.org/framester/framenet/abox/gfe/Current_leadership,The present individuals or group in positions of authority.
1168,https://w3id.org/framester/framenet/abox/gfe/Toxic_substance,A material that is harmful or poisonous to living organisms.
1169,https://w3id.org/framester/framenet/abox/gfe/Final_situation,The ultimate set of circumstances after a series of events.
1170,https://w3id.org/framester/framenet/abox/gfe/Value_2,The second numerical quantity in a comparison or equation.
1171,https://w3id.org/framester/framenet/abox/gfe/Political_region,A geographical area defined by political
1172,https://w3id.org/framester/framenet/abox/gfe/Item_property,A characteristic or attribute associated with a specific item or object.
1173,https://w3id.org/framester/framenet/abox/gfe/Location_of_event,The specific place or area where an event occurs or takes place.
1174,https://w3id.org/framester/framenet/abox/gfe/Co-variable,A variable that changes in relation to another in a correlated manner.
1175,https://w3id.org/framester/framenet/abox/gfe/Unconfirmed_content,Information that has been stated or reported but lacks verification.
1176,https://w3id.org/framester/framenet/abox/gfe/Ingestor,"An entity that takes in or consumes a substance, typically food or drink."
1177,https://w3id.org/framester/framenet/abox/gfe/Executive_authority,An individual or body with the power to implement and enforce rules or policies.
1178,https://w3id.org/framester/framenet/abox/gfe/Communicative_force,"The intent or effect behind a communicative act, such as asserting, questioning, or commanding."
1179,https://w3id.org/framester/framenet/abox/gfe/Item_1,The first of two or more items involved in a relation or comparison.
1180,https://w3id.org/framester/framenet/abox/gfe/Conceded_state_of_affairs,"A situation acknowledged or accepted, often reluctantly or as part of an argument."
1181,http://semanticweb.cs.vu.nl/2009/11/sem/Actor,"Actors are entities that take part in an Event, either actively or passively. Actors do not necessarily have to be sentient. They can also be objects. Actors are a thing, animate or inanimate, physical or non-physical."
1182,http://semanticweb.cs.vu.nl/2009/11/sem/Role,Roles are properties with a subspecified function or position indicated by a RoleType in the scope of an Event.
1183,http://semanticweb.cs.vu.nl/2009/11/sem/Event,Events are things that happen. This comprises everything from historical events to web site sessions and mythical journeys. Event is the central class of SEM.
1184,http://semanticweb.cs.vu.nl/2009/11/sem/Place,Places are locations where an Event happens. They do not need to be physical places and hence do not necessarily need coordinates. Neither do they need to have any significance apart from them being the location of an Event.
1185,http://semanticweb.cs.vu.nl/2009/11/sem/Object,"Objects are passive, inanimate Actors."
